,time,0.0,1.0,2.0,mean0,std0,mean1,std1,mean2,std2,posX,posY
0,2023-07-05 17:28:03.057000+02:00,-65.39024390243902,-61.63636363636364,-69.0,-69.19512195121952,2.281063794048883,-71.22727272727272,4.398076984462973,-70.17375,3.651641490744019,0.5,0.5
1,2023-07-05 17:28:03.157000+02:00,-65.1951219512195,-62.0,-69.5,-69.0,2.281063794048896,-70.90454545454546,4.590404782012702,-70.05,3.586298713372687,0.5,0.5
2,2023-07-05 17:28:03.257000+02:00,-65.52380952380952,-63.0,-70.72727272727273,-68.81797328687573,2.2600674119588904,-70.60681818181817,4.70869522957183,-69.95693181818181,3.516817584154213,0.5,0.5
3,2023-07-05 17:28:03.357000+02:00,-66.04761904761905,-64.0,-71.45454545454545,-68.65391986062717,2.215498949524077,-70.33409090909092,4.768663493595604,-69.88204545454546,3.4499464771301382,0.5,0.5
4,2023-07-05 17:28:03.457000+02:00,-66.57142857142857,-65.0,-72.18181818181819,-68.50783972125436,2.1529300842816577,-70.08636363636364,4.782267078117025,-69.8253409090909,3.3910788947873054,0.5,0.5
5,2023-07-05 17:28:03.557000+02:00,-67.0952380952381,-66.0,-72.9090909090909,-68.37973286875726,2.077545927405488,-69.86363636363636,4.759305136073753,-69.78681818181818,3.3456435856694515,0.5,0.5
6,2023-07-05 17:28:03.657000+02:00,-67.61904761904762,-67.0,-73.63636363636364,-68.26959930313589,1.9944900043109397,-69.66590909090908,4.708335185195228,-69.76647727272727,3.3189320746319124,0.5,0.5
7,2023-07-05 17:28:03.757000+02:00,-68.14285714285714,-68.0,-74.36363636363636,-68.17743902439024,1.9091326013735423,-69.49318181818181,4.6372496753799775,-69.76431818181818,3.315833787814604,0.5,0.5
8,2023-07-05 17:28:03.857000+02:00,-68.66666666666667,-69.0,-75.0909090909091,-68.10325203252032,1.8272655352418008,-69.34545454545454,4.5536615885577705,-69.78034090909091,3.3405130963482965,0.5,0.5
9,2023-07-05 17:28:03.957000+02:00,-69.19047619047619,-70.0,-75.81818181818181,-68.04703832752612,1.7551780831332524,-69.22272727272727,4.465162648106,-69.81454545454545,3.396095385801761,0.5,0.5
10,2023-07-05 17:28:04.057000+02:00,-69.71428571428571,-71.0,-76.54545454545455,-68.00879790940766,1.699522063699824,-69.125,4.379472405984359,-69.86693181818183,3.4844453482488986,0.5,0.5
11,2023-07-05 17:28:04.157000+02:00,-70.23809523809524,-71.81818181818181,-77.27272727272728,-67.98853077816491,1.6668600666774995,-69.04772727272727,4.301371401232548,-69.9375,3.60610278177528,0.5,0.5
12,2023-07-05 17:28:04.257000+02:00,-70.76190476190476,-71.63636363636364,-77.45454545454545,-67.98623693379791,1.6628744999919454,-68.96818181818182,4.220583975606592,-70.01261363636362,3.7316138923354303,0.5,0.5
13,2023-07-05 17:28:04.357000+02:00,-71.28571428571429,-71.45454545454545,-76.9090909090909,-68.00191637630661,1.6914297098984463,-68.88636363636364,4.136971957624708,-70.0878409090909,3.8407264528790095,0.5,0.5
14,2023-07-05 17:28:04.457000+02:00,-71.80952380952381,-71.27272727272727,-76.36363636363636,-68.03556910569105,1.7538970858465532,-68.80227272727272,4.050376121547372,-70.16318181818181,3.934765767952967,0.5,0.5
15,2023-07-05 17:28:04.557000+02:00,-72.33333333333333,-71.0909090909091,-75.81818181818181,-68.08719512195123,1.8491103715706876,-68.7159090909091,3.960612793219907,-70.23863636363637,4.014752805994438,0.5,0.5
16,2023-07-05 17:28:04.657000+02:00,-72.85714285714286,-70.9090909090909,-75.27272727272727,-68.1567944250871,1.973956700988991,-68.62727272727273,3.8674696464758753,-70.31420454545454,4.081476069202835,0.5,0.5
17,2023-07-05 17:28:04.757000+02:00,-73.38095238095238,-70.72727272727273,-74.72727272727273,-68.24436701509873,2.124255819549969,-68.53636363636363,3.770700441321436,-70.38988636363636,4.135540337582002,0.5,0.5
18,2023-07-05 17:28:04.857000+02:00,-73.9047619047619,-70.54545454545455,-74.18181818181819,-68.34991289198607,2.2955423211064945,-68.44318181818181,3.670018358690528,-70.46568181818182,4.17740023927074,0.5,0.5
