,time,0.0,1.0,2.0,mean0,std0,mean1,std1,mean2,std2,posX,posY
0,2023-07-05 17:28:05.057000+02:00,-74.95238095238095,-70.18181818181819,-73.0909090909091,-69.45873015873015,2.5770174000616337,-70.40151515151516,4.163364242009689,-71.56507575757577,3.787215899109871,0.5,0.5
1,2023-07-05 17:28:05.157000+02:00,-75.47619047619048,-69.72727272727273,-72.54545454545455,-69.5,2.653386536870272,-70.31515151515151,4.121813303986439,-71.53333333333333,3.770571038700101,0.5,0.5
2,2023-07-05 17:28:05.257000+02:00,-74.72727272727273,-69.45454545454545,-71.9090909090909,-69.5320399113082,2.705072807133206,-70.22424242424242,4.078700037441362,-71.49098484848486,3.751478346285545,0.5,0.5
3,2023-07-05 17:28:05.357000+02:00,-73.45454545454545,-69.18181818181819,-71.81818181818181,-69.54611973392461,2.723499533877759,-70.12878787878786,4.03397435033474,-71.4471212121212,3.73162763427156,0.5,0.5
4,2023-07-05 17:28:05.457000+02:00,-72.18181818181819,-68.9090909090909,-71.72727272727273,-69.54223946784921,2.71950631404905,-70.02878787878787,3.987566179519295,-71.40174242424243,3.710989847037432,0.5,0.5
5,2023-07-05 17:28:05.557000+02:00,-70.9090909090909,-68.63636363636364,-71.63636363636364,-69.52039911308204,2.7028517095883373,-69.92424242424242,3.9393840622530334,-71.35484848484847,3.689532889032689,0.5,0.5
6,2023-07-05 17:28:05.657000+02:00,-69.63636363636364,-68.36363636363636,-71.54545454545455,-69.48059866962306,2.682862960254771,-69.81515151515151,3.889313450544917,-71.3064393939394,3.667221468816607,0.5,0.5
7,2023-07-05 17:28:05.757000+02:00,-68.36363636363636,-68.0909090909091,-71.45454545454545,-69.42283813747228,2.6687096012015155,-69.70151515151515,3.8372147117027806,-71.25651515151516,3.644016923768424,0.5,0.5
8,2023-07-05 17:28:05.857000+02:00,-67.0909090909091,-67.81818181818181,-71.36363636363636,-69.34711751662971,2.66935730713798,-69.58333333333333,3.782920740764383,-71.20507575757576,3.619877022687757,0.5,0.5
9,2023-07-05 17:28:05.957000+02:00,-65.81818181818181,-67.54545454545455,-71.27272727272727,-69.25343680709534,2.693222459713031,-69.46060606060607,3.726234086812088,-71.15212121212122,3.594755743002118,0.5,0.5
10,2023-07-05 17:28:06.057000+02:00,-64.54545454545455,-67.27272727272727,-71.18181818181819,-69.14179600886919,2.747598980518343,-69.33333333333333,3.666923463015805,-71.09765151515151,3.568603018692248,0.5,0.5
11,2023-07-05 17:28:06.157000+02:00,-63.27272727272727,-66.27272727272727,-71.0909090909091,-69.01219512195122,2.83802958603158,-69.18939393939394,3.613459906601269,-71.04166666666667,3.541364454310481,0.5,0.5
12,2023-07-05 17:28:06.257000+02:00,-62.23809523809524,-65.54545454545455,-71.18181818181819,-68.86860240030973,2.9586718661656373,-69.03484848484848,3.566630753011585,-70.98719696969697,3.513073306032146,0.5,0.5
13,2023-07-05 17:28:06.357000+02:00,-62.47619047619048,-64.81818181818181,-71.36363636363636,-68.73222996515679,3.06155447622687,-68.86969696969696,3.527784447602408,-70.94492424242425,3.492630074195908,0.5,0.5
14,2023-07-05 17:28:06.457000+02:00,-62.71428571428572,-64.0909090909091,-71.54545454545455,-68.60307781649244,3.149473103206784,-68.6939393939394,3.4981822132669445,-70.91484848484849,3.479312710840205,0.5,0.5
15,2023-07-05 17:28:06.557000+02:00,-62.95238095238095,-63.36363636363636,-71.72727272727273,-68.48114595431669,3.224632578201277,-68.50757575757576,3.4789621128223374,-70.8969696969697,3.4722103967052127,0.5,0.5
16,2023-07-05 17:28:06.657000+02:00,-63.19047619047619,-62.63636363636364,-71.9090909090909,-68.3664343786295,3.2888207652277925,-68.31060606060606,3.471101825432858,-70.89128787878788,3.47023717907716,0.5,0.5
17,2023-07-05 17:28:06.757000+02:00,-63.42857142857143,-61.90909090909091,-72.0909090909091,-68.2589430894309,3.343519989523514,-68.1030303030303,3.475383855757088,-70.89780303030304,3.472147646799968,0.5,0.5
18,2023-07-05 17:28:06.857000+02:00,-63.66666666666666,-61.18181818181818,-72.27272727272727,-68.15867208672087,3.38998136566286,-67.88484848484849,3.4923672267165395,-70.91651515151514,3.476552335487424,0.5,0.5
19,2023-07-05 17:28:06.957000+02:00,-63.90476190476191,-60.45454545454545,-72.45454545454545,-68.06562137049941,3.4292759961903143,-67.6560606060606,3.5223693010292023,-70.94742424242425,3.481930560838224,0.5,0.5
20,2023-07-05 17:28:07.057000+02:00,-64.14285714285714,-59.72727272727273,-72.63636363636364,-67.97979094076655,3.462331155982008,-67.41666666666667,3.5654601975248177,-70.9905303030303,3.4866385235913944,0.5,0.5
21,2023-07-05 17:28:07.157000+02:00,-64.38095238095238,-59.54545454545455,-72.81818181818181,-67.90118079752226,3.4899563904781057,-67.18484848484849,3.6180186979461766,-71.04583333333333,3.488910682856944,0.5,0.5
22,2023-07-05 17:28:07.257000+02:00,-64.61904761904762,-60.09090909090909,-73.0,-67.82979094076656,3.512862636577853,-66.97121212121212,3.652563747083298,-71.11333333333333,3.486852406125881,0.5,0.5
23,2023-07-05 17:28:07.357000+02:00,-64.85714285714286,-60.63636363636363,-73.0,-67.76562137049942,3.5316763935951143,-66.77575757575758,3.672832027471713,-71.19,3.47673846062294,0.5,0.5
24,2023-07-05 17:28:07.457000+02:00,-65.0952380952381,-61.18181818181818,-73.0,-67.70867208672087,3.5469503062146344,-66.59848484848484,3.682005232809356,-71.27583333333334,3.4563951227367973,0.5,0.5
25,2023-07-05 17:28:07.557000+02:00,-65.33333333333333,-61.72727272727273,-73.0,-67.65894308943089,3.5591710993076,-66.43939393939394,3.682837336038954,-71.37083333333334,3.4234420369084586,0.5,0.5
26,2023-07-05 17:28:07.657000+02:00,-65.57142857142857,-62.27272727272727,-73.0,-67.6164343786295,3.568765529431264,-66.29848484848485,3.677734297176678,-71.475,3.3752047247158576,0.5,0.5
27,2023-07-05 17:28:07.757000+02:00,-65.80952380952381,-62.81818181818182,-73.0,-67.58114595431668,3.5761048340981296,-66.17575757575757,3.668802410416143,-71.58833333333334,3.308586011730854,0.5,0.5
28,2023-07-05 17:28:07.857000+02:00,-66.04761904761905,-63.36363636363636,-73.0,-67.55307781649245,3.581508034123777,-66.07121212121211,3.6578751884324503,-71.71083333333333,3.219870424343726,0.5,0.5
29,2023-07-05 17:28:07.957000+02:00,-66.28571428571429,-63.90909090909091,-73.0,-67.53222996515679,3.5852443560317573,-65.98484848484848,3.646525349715123,-71.8425,3.1044119345164165,0.5,0.5
30,2023-07-05 17:28:08.057000+02:00,-66.52380952380952,-64.45454545454545,-73.0,-67.51860240030972,3.5875349776439456,-65.91666666666667,3.636066693063393,-71.98333333333333,2.956103259659044,0.5,0.5
31,2023-07-05 17:28:08.157000+02:00,-66.76190476190476,-65.54545454545455,-73.0,-67.51219512195122,3.588554252231169,-65.88636363636364,3.631376587989613,-72.125,2.7904297982869863,0.5,0.5
32,2023-07-05 17:28:08.257000+02:00,-67.36363636363636,-66.0909090909091,-72.9047619047619,-67.51906873614192,3.5878564416956142,-65.87575757575758,3.6298079067086015,-72.25674603174603,2.630345700377524,0.5,0.5
33,2023-07-05 17:28:08.357000+02:00,-67.72727272727273,-66.63636363636364,-72.80952380952381,-67.53525498891352,3.586546474303154,-65.88484848484849,3.631038730926767,-72.37857142857143,2.4768961317512237,0.5,0.5
34,2023-07-05 17:28:08.457000+02:00,-68.0909090909091,-67.18181818181819,-72.71428571428571,-67.56075388026608,3.58494058455515,-65.91363636363637,3.634414924688212,-72.49047619047619,2.3312214826522912,0.5,0.5
35,2023-07-05 17:28:08.557000+02:00,-68.45454545454545,-67.72727272727273,-72.61904761904762,-67.59556541019955,3.583281582274121,-65.9621212121212,3.638954842057244,-72.59246031746032,2.194552973142448,0.5,0.5
36,2023-07-05 17:28:08.657000+02:00,-68.81818181818181,-68.27272727272727,-72.52380952380952,-67.63968957871397,3.581738831197093,-66.03030303030303,3.643354861302341,-72.68452380952381,2.0681944213210115,0.5,0.5
