index,time,0,distance,posX,posY
376,2023-07-14 15:31:55.635000+02:00,-75,8.0,8.0,0.0
377,2023-07-14 15:31:56.638000+02:00,-80,8.0,8.0,0.0
378,2023-07-14 15:31:57.639000+02:00,-73,8.0,8.0,0.0
379,2023-07-14 15:31:58.642000+02:00,-77,8.0,8.0,0.0
380,2023-07-14 15:31:59.643000+02:00,-77,8.0,8.0,0.0
381,2023-07-14 15:32:00.644000+02:00,-83,8.0,8.0,0.0
382,2023-07-14 15:32:02.651000+02:00,-71,8.0,8.0,0.0
383,2023-07-14 15:32:03.653000+02:00,-84,8.0,8.0,0.0
384,2023-07-14 15:32:04.656000+02:00,-75,8.0,8.0,0.0
385,2023-07-14 15:32:05.659000+02:00,-77,8.0,8.0,0.0
386,2023-07-14 15:32:06.661000+02:00,-86,8.0,8.0,0.0
387,2023-07-14 15:32:07.663000+02:00,-76,8.0,8.0,0.0
388,2023-07-14 15:32:08.665000+02:00,-81,8.0,8.0,0.0
389,2023-07-14 15:32:10.668000+02:00,-77,8.0,8.0,0.0
390,2023-07-14 15:32:11.671000+02:00,-78,8.0,8.0,0.0
391,2023-07-14 15:32:12.673000+02:00,-75,8.0,8.0,0.0
392,2023-07-14 15:32:13.675000+02:00,-77,8.0,8.0,0.0
393,2023-07-14 15:32:14.677000+02:00,-80,8.0,8.0,0.0
394,2023-07-14 15:32:16.682000+02:00,-89,8.0,8.0,0.0
395,2023-07-14 15:32:17.685000+02:00,-79,8.0,8.0,0.0
396,2023-07-14 15:32:18.688000+02:00,-73,8.0,8.0,0.0
397,2023-07-14 15:32:19.692000+02:00,-77,8.0,8.0,0.0
398,2023-07-14 15:32:21.697000+02:00,-78,8.0,8.0,0.0
399,2023-07-14 15:32:23.701000+02:00,-74,8.0,8.0,0.0
400,2023-07-14 15:32:24.703000+02:00,-72,8.5,8.5,0.0
401,2023-07-14 15:32:26.708000+02:00,-86,8.5,8.5,0.0
402,2023-07-14 15:32:27.710000+02:00,-81,8.5,8.5,0.0
403,2023-07-14 15:32:28.712000+02:00,-82,8.5,8.5,0.0
404,2023-07-14 15:32:29.715000+02:00,-85,8.5,8.5,0.0
405,2023-07-14 15:32:30.716000+02:00,-81,8.5,8.5,0.0
406,2023-07-14 15:32:32.720000+02:00,-72,8.5,8.5,0.0
407,2023-07-14 15:32:33.724000+02:00,-80,8.5,8.5,0.0
408,2023-07-14 15:32:34.725000+02:00,-75,8.5,8.5,0.0
409,2023-07-14 15:32:35.727000+02:00,-74,8.5,8.5,0.0
410,2023-07-14 15:32:36.728000+02:00,-78,8.5,8.5,0.0
411,2023-07-14 15:32:37.731000+02:00,-85,8.5,8.5,0.0
412,2023-07-14 15:32:39.735000+02:00,-74,8.5,8.5,0.0
413,2023-07-14 15:32:40.737000+02:00,-70,8.5,8.5,0.0
414,2023-07-14 15:32:43.743000+02:00,-81,8.5,8.5,0.0
415,2023-07-14 15:32:44.746000+02:00,-79,8.5,8.5,0.0
416,2023-07-14 15:32:45.748000+02:00,-81,8.5,8.5,0.0
417,2023-07-14 15:32:46.751000+02:00,-77,8.5,8.5,0.0
418,2023-07-14 15:32:48.755000+02:00,-76,8.5,8.5,0.0
419,2023-07-14 15:32:49.757000+02:00,-79,8.5,8.5,0.0
420,2023-07-14 15:32:50.760000+02:00,-71,8.5,8.5,0.0
421,2023-07-14 15:32:51.762000+02:00,-79,8.5,8.5,0.0
422,2023-07-14 15:32:52.765000+02:00,-86,8.5,8.5,0.0
423,2023-07-14 15:32:53.767000+02:00,-80,8.5,8.5,0.0
424,2023-07-14 15:32:54.769000+02:00,-85,9.0,9.0,0.0
425,2023-07-14 15:32:55.770000+02:00,-75,9.0,9.0,0.0
426,2023-07-14 15:32:56.772000+02:00,-75,9.0,9.0,0.0
427,2023-07-14 15:32:57.774000+02:00,-80,9.0,9.0,0.0
428,2023-07-14 15:32:58.776000+02:00,-81,9.0,9.0,0.0
429,2023-07-14 15:32:59.778000+02:00,-84,9.0,9.0,0.0
430,2023-07-14 15:33:00.779000+02:00,-77,9.0,9.0,0.0
431,2023-07-14 15:33:01.782000+02:00,-71,9.0,9.0,0.0
432,2023-07-14 15:33:02.784000+02:00,-76,9.0,9.0,0.0
433,2023-07-14 15:33:03.786000+02:00,-83,9.0,9.0,0.0
434,2023-07-14 15:33:05.790000+02:00,-81,9.0,9.0,0.0
435,2023-07-14 15:33:06.792000+02:00,-81,9.0,9.0,0.0
436,2023-07-14 15:33:07.793000+02:00,-85,9.0,9.0,0.0
437,2023-07-14 15:33:09.797000+02:00,-70,9.0,9.0,0.0
438,2023-07-14 15:33:10.798000+02:00,-80,9.0,9.0,0.0
439,2023-07-14 15:33:12.802000+02:00,-83,9.0,9.0,0.0
440,2023-07-14 15:33:14.805000+02:00,-79,9.0,9.0,0.0
441,2023-07-14 15:33:15.808000+02:00,-80,9.0,9.0,0.0
442,2023-07-14 15:33:16.811000+02:00,-74,9.0,9.0,0.0
443,2023-07-14 15:33:17.812000+02:00,-83,9.0,9.0,0.0
444,2023-07-14 15:33:18.815000+02:00,-78,9.0,9.0,0.0
445,2023-07-14 15:33:19.816000+02:00,-79,9.0,9.0,0.0
446,2023-07-14 15:33:21.820000+02:00,-73,9.0,9.0,0.0
447,2023-07-14 15:33:22.822000+02:00,-81,9.0,9.0,0.0
448,2023-07-14 15:33:23.824000+02:00,-73,9.0,9.0,0.0
449,2023-07-14 15:33:24.827000+02:00,-74,9.5,9.5,0.0
450,2023-07-14 15:33:26.830000+02:00,-75,9.5,9.5,0.0
451,2023-07-14 15:33:28.836000+02:00,-75,9.5,9.5,0.0
452,2023-07-14 15:33:29.838000+02:00,-78,9.5,9.5,0.0
453,2023-07-14 15:33:30.840000+02:00,-76,9.5,9.5,0.0
454,2023-07-14 15:33:31.844000+02:00,-87,9.5,9.5,0.0
455,2023-07-14 15:33:32.845000+02:00,-79,9.5,9.5,0.0
456,2023-07-14 15:33:33.846000+02:00,-88,9.5,9.5,0.0
457,2023-07-14 15:33:34.848000+02:00,-77,9.5,9.5,0.0
458,2023-07-14 15:33:35.851000+02:00,-75,9.5,9.5,0.0
459,2023-07-14 15:33:36.853000+02:00,-72,9.5,9.5,0.0
460,2023-07-14 15:33:37.855000+02:00,-82,9.5,9.5,0.0
461,2023-07-14 15:33:38.857000+02:00,-87,9.5,9.5,0.0
462,2023-07-14 15:33:39.858000+02:00,-79,9.5,9.5,0.0
463,2023-07-14 15:33:42.866000+02:00,-76,9.5,9.5,0.0
464,2023-07-14 15:33:43.867000+02:00,-73,9.5,9.5,0.0
465,2023-07-14 15:33:44.869000+02:00,-76,9.5,9.5,0.0
466,2023-07-14 15:33:45.871000+02:00,-77,9.5,9.5,0.0
467,2023-07-14 15:33:46.874000+02:00,-79,9.5,9.5,0.0
468,2023-07-14 15:33:47.876000+02:00,-82,9.5,9.5,0.0
469,2023-07-14 15:33:48.877000+02:00,-79,9.5,9.5,0.0
470,2023-07-14 15:33:49.880000+02:00,-77,9.5,9.5,0.0
471,2023-07-14 15:33:52.887000+02:00,-78,9.5,9.5,0.0
472,2023-07-14 15:33:53.888000+02:00,-86,9.5,9.5,0.0
473,2023-07-14 15:33:54.889000+02:00,-79,10.0,10.0,0.0
474,2023-07-14 15:33:56.895000+02:00,-75,10.0,10.0,0.0
475,2023-07-14 15:33:57.897000+02:00,-74,10.0,10.0,0.0
476,2023-07-14 15:33:58.899000+02:00,-88,10.0,10.0,0.0
477,2023-07-14 15:34:00.904000+02:00,-85,10.0,10.0,0.0
478,2023-07-14 15:34:01.906000+02:00,-77,10.0,10.0,0.0
479,2023-07-14 15:34:02.908000+02:00,-81,10.0,10.0,0.0
480,2023-07-14 15:34:04.913000+02:00,-74,10.0,10.0,0.0
481,2023-07-14 15:34:05.915000+02:00,-76,10.0,10.0,0.0
482,2023-07-14 15:34:07.920000+02:00,-85,10.0,10.0,0.0
483,2023-07-14 15:34:08.922000+02:00,-79,10.0,10.0,0.0
484,2023-07-14 15:34:10.927000+02:00,-81,10.0,10.0,0.0
485,2023-07-14 15:34:11.928000+02:00,-78,10.0,10.0,0.0
486,2023-07-14 15:34:12.930000+02:00,-87,10.0,10.0,0.0
487,2023-07-14 15:34:13.933000+02:00,-77,10.0,10.0,0.0
488,2023-07-14 15:34:14.934000+02:00,-92,10.0,10.0,0.0
489,2023-07-14 15:34:15.936000+02:00,-75,10.0,10.0,0.0
490,2023-07-14 15:34:16.939000+02:00,-82,10.0,10.0,0.0
491,2023-07-14 15:34:17.941000+02:00,-74,10.0,10.0,0.0
492,2023-07-14 15:34:18.942000+02:00,-80,10.0,10.0,0.0
493,2023-07-14 15:34:19.946000+02:00,-79,10.0,10.0,0.0
494,2023-07-14 15:34:20.947000+02:00,-78,10.0,10.0,0.0
495,2023-07-14 15:34:21.950000+02:00,-85,10.0,10.0,0.0
496,2023-07-14 15:34:23.955000+02:00,-84,10.0,10.0,0.0
