,time,0,mean0,std0,distance,posX,posY
0,2023-07-14 15:24:58.720000+02:00,-61,-55.13333333333333,5.035962622997701,1.0,1.0,0.0
1,2023-07-14 15:24:59.722000+02:00,-61,-55.36666666666667,5.142676971848573,1.0,1.0,0.0
2,2023-07-14 15:25:00.723000+02:00,-62,-55.56666666666667,5.282915426381426,1.0,1.0,0.0
3,2023-07-14 15:25:02.726000+02:00,-62,-55.66666666666666,5.377689116143202,1.0,1.0,0.0
4,2023-07-14 15:25:03.729000+02:00,-68,-56.23333333333333,5.751661429135263,1.0,1.0,0.0
5,2023-07-14 15:25:07.739000+02:00,-58,-56.4,5.727128425310541,1.0,1.0,0.0
6,2023-07-14 15:25:08.740000+02:00,-65,-56.8,5.897983290630088,1.0,1.0,0.0
7,2023-07-14 15:25:10.745000+02:00,-60,-57.03333333333333,5.880906177730126,1.0,1.0,0.0
8,2023-07-14 15:25:11.747000+02:00,-62,-57.46666666666667,5.745963100649271,1.0,1.0,0.0
9,2023-07-14 15:25:12.752000+02:00,-59,-57.66666666666666,5.689272017750076,1.0,1.0,0.0
10,2023-07-14 15:25:13.754000+02:00,-61,-58.03333333333333,5.530375888785894,1.0,1.0,0.0
11,2023-07-14 15:25:14.755000+02:00,-58,-57.96666666666667,5.517891484687028,1.0,1.0,0.0
12,2023-07-14 15:25:16.760000+02:00,-70,-58.2,5.874550606436734,1.0,1.0,0.0
13,2023-07-14 15:25:18.763000+02:00,-59,-58.03333333333333,5.774398510747205,1.0,1.0,0.0
14,2023-07-14 15:25:19.766000+02:00,-54,-57.93333333333333,5.818717321228779,1.0,1.0,0.0
15,2023-07-14 15:25:20.767000+02:00,-60,-58.1,5.803387833397625,1.0,1.0,0.0
16,2023-07-14 15:25:22.773000+02:00,-66,-58.7,5.6516704884790325,1.0,1.0,0.0
17,2023-07-14 15:25:23.775000+02:00,-68,-58.9,5.874257106368781,1.5,1.5,0.0
18,2023-07-14 15:25:24.778000+02:00,-57,-58.9,5.874257106368781,1.5,1.5,0.0
19,2023-07-14 15:25:25.780000+02:00,-62,-59.333333333333336,5.591454892609968,1.5,1.5,0.0
20,2023-07-14 15:25:27.784000+02:00,-58,-59.43333333333333,5.537853021880774,1.5,1.5,0.0
21,2023-07-14 15:25:29.790000+02:00,-62,-59.833333333333336,5.259364936970041,1.5,1.5,0.0
22,2023-07-14 15:25:30.791000+02:00,-55,-59.8,5.287591199180887,1.5,1.5,0.0
23,2023-07-14 15:25:31.794000+02:00,-68,-60.5,4.91128187494593,1.5,1.5,0.0
24,2023-07-14 15:25:32.795000+02:00,-65,-61.06666666666667,4.370223172186135,1.5,1.5,0.0
25,2023-07-14 15:25:33.798000+02:00,-70,-61.53333333333333,4.554144253870037,1.5,1.5,0.0
26,2023-07-14 15:25:34.800000+02:00,-65,-61.9,4.365618019210474,1.5,1.5,0.0
27,2023-07-14 15:25:36.805000+02:00,-61,-61.9,4.365618019210474,1.5,1.5,0.0
28,2023-07-14 15:25:37.806000+02:00,-67,-61.96666666666667,4.429395018496891,1.5,1.5,0.0
29,2023-07-14 15:25:38.808000+02:00,-69,-62.43333333333333,4.407543168433998,1.5,1.5,0.0
30,2023-07-14 15:25:39.810000+02:00,-64,-62.53333333333333,4.407934329986244,1.5,1.5,0.0
31,2023-07-14 15:25:41.814000+02:00,-60,-62.5,4.423682348139544,1.5,1.5,0.0
32,2023-07-14 15:25:42.816000+02:00,-63,-62.53333333333333,4.423552428982168,1.5,1.5,0.0
33,2023-07-14 15:25:44.820000+02:00,-64,-62.6,4.4303031732485945,1.5,1.5,0.0
34,2023-07-14 15:25:45.822000+02:00,-56,-62.2,4.467507212042884,1.5,1.5,0.0
35,2023-07-14 15:25:47.826000+02:00,-67,-62.5,4.477915155284996,1.5,1.5,0.0
36,2023-07-14 15:25:48.828000+02:00,-57,-62.23333333333333,4.561331727295965,1.5,1.5,0.0
37,2023-07-14 15:25:49.830000+02:00,-66,-62.43333333333333,4.591471354087088,1.5,1.5,0.0
38,2023-07-14 15:25:50.832000+02:00,-70,-62.7,4.793314309427824,1.5,1.5,0.0
39,2023-07-14 15:25:51.835000+02:00,-69,-63.03333333333333,4.874163647680271,1.5,1.5,0.0
40,2023-07-14 15:25:52.837000+02:00,-56,-62.86666666666667,5.0291106592506525,1.5,1.5,0.0
41,2023-07-14 15:25:53.838000+02:00,-62,-63.0,4.948005519468394,2.0,2.0,0.0
42,2023-07-14 15:25:54.840000+02:00,-62,-62.73333333333333,4.770117712227422,2.0,2.0,0.0
43,2023-07-14 15:25:55.843000+02:00,-54,-62.56666666666667,4.987455527990017,2.0,2.0,0.0
44,2023-07-14 15:25:56.845000+02:00,-72,-63.16666666666666,5.004021371362987,2.0,2.0,0.0
45,2023-07-14 15:25:58.849000+02:00,-65,-63.333333333333336,4.978113015531321,2.0,2.0,0.0
46,2023-07-14 15:25:59.853000+02:00,-64,-63.266666666666666,4.954505670274448,2.0,2.0,0.0
47,2023-07-14 15:26:00.854000+02:00,-63,-63.1,4.873220276374648,2.0,2.0,0.0
48,2023-07-14 15:26:01.857000+02:00,-68,-63.46666666666667,4.811862735833785,2.0,2.0,0.0
49,2023-07-14 15:26:02.859000+02:00,-65,-63.56666666666667,4.811504412618129,2.0,2.0,0.0
50,2023-07-14 15:26:03.862000+02:00,-73,-64.06666666666666,4.98918370307093,2.0,2.0,0.0
51,2023-07-14 15:26:04.864000+02:00,-70,-64.33333333333333,5.0877359867886645,2.0,2.0,0.0
52,2023-07-14 15:26:05.866000+02:00,-61,-64.53333333333333,4.819023605020749,2.0,2.0,0.0
53,2023-07-14 15:26:07.873000+02:00,-57,-64.16666666666667,4.962503076231717,2.0,2.0,0.0
54,2023-07-14 15:26:09.878000+02:00,-64,-64.13333333333334,4.960070448146354,2.0,2.0,0.0
55,2023-07-14 15:26:10.880000+02:00,-64,-63.93333333333333,4.834740183678769,2.0,2.0,0.0
56,2023-07-14 15:26:11.882000+02:00,-75,-64.26666666666667,5.238671411810403,2.0,2.0,0.0
57,2023-07-14 15:26:12.885000+02:00,-73,-64.66666666666667,5.435092444941256,2.0,2.0,0.0
58,2023-07-14 15:26:13.886000+02:00,-71,-64.8,5.542313720758723,2.0,2.0,0.0
59,2023-07-14 15:26:14.889000+02:00,-59,-64.46666666666667,5.581578897454179,2.0,2.0,0.0
60,2023-07-14 15:26:15.892000+02:00,-57,-64.23333333333333,5.74566303207567,2.0,2.0,0.0
61,2023-07-14 15:26:17.896000+02:00,-64,-64.36666666666666,5.690181097253433,2.0,2.0,0.0
62,2023-07-14 15:26:18.898000+02:00,-67,-64.5,5.703900661706929,2.0,2.0,0.0
63,2023-07-14 15:26:19.901000+02:00,-66,-64.56666666666666,5.709540312031495,2.0,2.0,0.0
64,2023-07-14 15:26:20.902000+02:00,-69,-65.0,5.527361408297006,2.0,2.0,0.0
65,2023-07-14 15:26:21.905000+02:00,-61,-64.8,5.560947574922328,2.0,2.0,0.0
66,2023-07-14 15:26:22.906000+02:00,-60,-64.9,5.441538829006574,2.0,2.0,0.0
67,2023-07-14 15:26:23.908000+02:00,-66,-64.9,5.441538829006574,2.5,2.5,0.0
68,2023-07-14 15:26:24.910000+02:00,-69,-64.86666666666666,5.412204174177886,2.5,2.5,0.0
69,2023-07-14 15:26:26.915000+02:00,-63,-64.66666666666667,5.364849410319208,2.5,2.5,0.0
70,2023-07-14 15:26:27.918000+02:00,-65,-64.96666666666667,5.109040893413826,2.5,2.5,0.0
71,2023-07-14 15:26:29.924000+02:00,-59,-64.86666666666666,5.197700641054949,2.5,2.5,0.0
72,2023-07-14 15:26:32.930000+02:00,-62,-64.86666666666666,5.197700641054949,2.5,2.5,0.0
73,2023-07-14 15:26:33.932000+02:00,-61,-65.1,4.837711057500447,2.5,2.5,0.0
74,2023-07-14 15:26:34.934000+02:00,-68,-64.96666666666667,4.693967760150613,2.5,2.5,0.0
75,2023-07-14 15:26:36.938000+02:00,-70,-65.13333333333334,4.78311205383485,2.5,2.5,0.0
76,2023-07-14 15:26:37.941000+02:00,-67,-65.23333333333333,4.789955966490667,2.5,2.5,0.0
77,2023-07-14 15:26:38.942000+02:00,-73,-65.56666666666666,4.973608509844272,2.5,2.5,0.0
78,2023-07-14 15:26:39.944000+02:00,-70,-65.63333333333334,5.020532554066025,2.5,2.5,0.0
79,2023-07-14 15:26:40.947000+02:00,-69,-65.76666666666667,5.05612181578845,2.5,2.5,0.0
80,2023-07-14 15:26:41.948000+02:00,-67,-65.56666666666666,4.875578362391076,2.5,2.5,0.0
81,2023-07-14 15:26:42.951000+02:00,-59,-65.2,4.943822338064426,2.5,2.5,0.0
