,time,0,mean0,std0,distance,posX,posY
0,2023-07-14 15:24:43.685000+02:00,-55,-55.05,4.718106221333882,0.5,0.5,0.0
1,2023-07-14 15:24:45.689000+02:00,-50,-54.85,4.847951276461777,0.5,0.5,0.0
2,2023-07-14 15:24:46.690000+02:00,-56,-54.85,4.847951276461777,0.5,0.5,0.0
3,2023-07-14 15:24:47.692000+02:00,-47,-54.25,5.045842478297304,0.5,0.5,0.0
4,2023-07-14 15:24:50.699000+02:00,-48,-54.1,5.190071493270893,0.5,0.5,0.0
5,2023-07-14 15:24:51.701000+02:00,-56,-54.25,5.199949392466289,0.5,0.5,0.0
6,2023-07-14 15:24:53.708000+02:00,-54,-54.3,5.192099261073705,1.0,1.0,0.0
7,2023-07-14 15:24:54.709000+02:00,-61,-54.7,5.391025681142397,1.0,1.0,0.0
8,2023-07-14 15:24:55.713000+02:00,-65,-55.5,5.680066715694177,1.0,1.0,0.0
9,2023-07-14 15:24:56.714000+02:00,-55,-55.6,5.651269070329526,1.0,1.0,0.0
10,2023-07-14 15:24:58.720000+02:00,-61,-56.15,5.612720514950603,1.0,1.0,0.0
11,2023-07-14 15:24:59.722000+02:00,-61,-56.2,5.653131409833147,1.0,1.0,0.0
12,2023-07-14 15:25:00.723000+02:00,-62,-56.15,5.593934685278144,1.0,1.0,0.0
13,2023-07-14 15:25:02.726000+02:00,-62,-56.05,5.462551938811248,1.0,1.0,0.0
14,2023-07-14 15:25:03.729000+02:00,-68,-56.6,6.081897210921154,1.0,1.0,0.0
15,2023-07-14 15:25:07.739000+02:00,-58,-56.75,6.077352262812793,1.0,1.0,0.0
16,2023-07-14 15:25:08.740000+02:00,-65,-57.6,5.977149470230243,1.0,1.0,0.0
17,2023-07-14 15:25:10.745000+02:00,-60,-57.5,5.916079783099615,1.0,1.0,0.0
18,2023-07-14 15:25:11.747000+02:00,-62,-57.75,5.998903408562531,1.0,1.0,0.0
19,2023-07-14 15:25:12.752000+02:00,-59,-58.25,5.637048499833373,1.0,1.0,0.0
20,2023-07-14 15:25:13.754000+02:00,-61,-58.55,5.614595640874445,1.0,1.0,0.0
21,2023-07-14 15:25:14.755000+02:00,-58,-58.95,5.246301955713788,1.0,1.0,0.0
22,2023-07-14 15:25:16.760000+02:00,-70,-59.65,5.742500830602785,1.0,1.0,0.0
23,2023-07-14 15:25:18.763000+02:00,-59,-60.25,4.9190820709816,1.0,1.0,0.0
24,2023-07-14 15:25:19.766000+02:00,-54,-60.55,4.273233707134382,1.0,1.0,0.0
25,2023-07-14 15:25:20.767000+02:00,-60,-60.75,4.140620345081791,1.0,1.0,0.0
26,2023-07-14 15:25:22.773000+02:00,-66,-61.35,3.977237867242989,1.0,1.0,0.0
27,2023-07-14 15:25:23.775000+02:00,-68,-61.7,4.243881044019667,1.5,1.5,0.0
28,2023-07-14 15:25:24.778000+02:00,-57,-61.3,4.293201479941095,1.5,1.5,0.0
29,2023-07-14 15:25:25.780000+02:00,-62,-61.65,4.029823033857753,1.5,1.5,0.0
30,2023-07-14 15:25:27.784000+02:00,-58,-61.5,4.110320771193563,1.5,1.5,0.0
31,2023-07-14 15:25:29.790000+02:00,-62,-61.55,4.110000640286797,1.5,1.5,0.0
32,2023-07-14 15:25:30.791000+02:00,-55,-61.2,4.360106227580866,1.5,1.5,0.0
33,2023-07-14 15:25:31.794000+02:00,-68,-61.5,4.616902584383191,1.5,1.5,0.0
34,2023-07-14 15:25:32.795000+02:00,-65,-61.35,4.439950213092127,1.5,1.5,0.0
35,2023-07-14 15:25:33.798000+02:00,-70,-61.95,4.762518130922801,1.5,1.5,0.0
36,2023-07-14 15:25:34.800000+02:00,-65,-61.95,4.762518130922801,1.5,1.5,0.0
37,2023-07-14 15:25:36.805000+02:00,-61,-62.0,4.7461896074086285,1.5,1.5,0.0
38,2023-07-14 15:25:37.806000+02:00,-67,-62.25,4.876096367943693,1.5,1.5,0.0
39,2023-07-14 15:25:38.808000+02:00,-69,-62.75,5.035400992760629,1.5,1.5,0.0
40,2023-07-14 15:25:39.810000+02:00,-64,-62.9,5.025199655630348,1.5,1.5,0.0
41,2023-07-14 15:25:41.814000+02:00,-60,-63.0,4.941766144970738,1.5,1.5,0.0
42,2023-07-14 15:25:42.816000+02:00,-63,-62.65,4.659737964171037,1.5,1.5,0.0
43,2023-07-14 15:25:44.820000+02:00,-64,-62.9,4.587167455321191,1.5,1.5,0.0
44,2023-07-14 15:25:45.822000+02:00,-56,-63.0,4.400956833761446,1.5,1.5,0.0
45,2023-07-14 15:25:47.826000+02:00,-67,-63.35,4.428080254110364,1.5,1.5,0.0
46,2023-07-14 15:25:48.828000+02:00,-57,-62.9,4.598626797322504,1.5,1.5,0.0
47,2023-07-14 15:25:49.830000+02:00,-66,-62.8,4.502630809929491,1.5,1.5,0.0
48,2023-07-14 15:25:50.832000+02:00,-70,-63.45,4.559258942554498,1.5,1.5,0.0
49,2023-07-14 15:25:51.835000+02:00,-69,-63.8,4.708335274025375,1.5,1.5,0.0
50,2023-07-14 15:25:52.837000+02:00,-56,-63.7,4.85689959585439,1.5,1.5,0.0
51,2023-07-14 15:25:53.838000+02:00,-62,-63.7,4.85689959585439,2.0,2.0,0.0
52,2023-07-14 15:25:54.840000+02:00,-62,-64.05,4.4304567900410765,2.0,2.0,0.0
53,2023-07-14 15:25:55.843000+02:00,-54,-63.35,4.858795605583972,2.0,2.0,0.0
54,2023-07-14 15:25:56.845000+02:00,-72,-63.7,5.222421297686193,2.0,2.0,0.0
55,2023-07-14 15:25:58.849000+02:00,-65,-63.45,5.020746432239148,2.0,2.0,0.0
